,FID_1,ProjectNo,Dist,AddMPOName,IDENTIFIER,IDENTIFI_1,DESC_,PROJTYPE,ESTIMPRVAS,ROUTEORDER,TYCOUNTYDI,Routeuniqu,BEGINNINGM,ENDINGMILE,TYROUTENAM,EEC_Intersection,ProjectN_1,Roadway_EEC,Final_EEC
432,468,433,5,KIPDA ADD,IP20140038,5-2035.40,WIDEN I-64 TO 6 LANES FROM KY-395 TO KY-151. (2004BOPC)(DESIGN FUNDING COVERS 5-2035.70 SECTION ALSO),MAJOR WIDENING(O),Add Lane to Full Control Facility,1,Shelby,106-I-0064  -000,43.332,46.303000000000004,Existing,0.0,0,0.0,0.0
319,378,320,4,Elizabethtown-Radcliff MPO,IP20070175,,EXTENSION OF NEW GLENDALE ROAD FROM US 31W TO COMMERCE DRIVE IN ELIZABETHTOWN.,New Route,Construct Road in New Location,4,Hardin,047-PF-9999  -000,0.0,0.0,Proposed,0.0,0,0.0,0.0
317,191,318,4,Elizabethtown-Radcliff MPO,IP20070175,,EXTENSION OF NEW GLENDALE ROAD FROM US 31W TO COMMERCE DRIVE IN ELIZABETHTOWN.,New Route,Construct Road in New Location,2,Hardin,047-US-0031  -000,15.769,16.702,Impacted,0.0,0,0.0,0.0
25,29,26,1,Purchase ADD,IP20060065,,Correct geometric alignment deficiencies and address access and traffic flow issues at US 62 / US 641 / KY 282 interchange.,Reconstruction,Innovative Interchange,3,Marshall,079-KY-0282  -010,5.33,5.4670000000000005,Existing,0.0,0,0.0,0.0
197,372,198,3,Barren River ADD,IP20060137,,"Reduce congestion and increase mobility on US 31E from Aberdeen Drive to Trojan Trail, including reconstruction of the interchange with Nunn Parkway to a Single Point Urban Interchange.",Major Widening,Innovative Interchange,1,Barren,005-US-0031  -000,12.3,12.6,Existing,0.0,0,0.0,0.0
306,180,307,4,Lincoln Trail ADD,IP20050037,,EXTEND WAREHOUSE ROAD TO KY 2154 (LEBANON BYPASS).  ESTIMATED TOTAL LENGTH: 0.8 MILES.,Reconstruction,Local Roadway Improvements,3,Marion,078-PF-9999  -000,0.0,0.0,Proposed,0.0,0,0.0,0.0
398,30,399,5,Louisville-Southern Indiana (KIPDA) MPO,IP20080191,5-554,IMPROVE SAFETY AND REDUCE CONGESTION ON I-265 FROM I-65 TO US-31E.,MAJOR WIDENING(O),Add Lane to Full Control Facility,1,Jefferson,056-I-0265  -000,10.25,17.3,Existing,0.0,0,0.0,0.0
353,14,354,4,Elizabethtown-Radcliff MPO,IP20150339,4-198,"EXTEND RING ROAD FROM THE WESTERN KENTUCKY PARKWAY TO I-65. ""2 LANE INITIAL/4 LANE ULTIMATE"" (12CCR)(14CCR)",NEW ROUTE(O),Construct Road in New Location,1,Hardin,047-PF-9999  -000,0.0,0.0,Proposed,0.0,0,0.0,0.0
222,159,223,3,Bowling Green MPO,IP20060201,Mar-57,IMPROVE US-31W FROM CAMPBELL LANE (US-231) TO UNIVERSITY BOULEVARD (US-231X). (14CCN)(16CCR)(18CCR),MAJOR WIDENING(O),Major Widening-Urban Streets,1,Warren,114-US-0031  -000,10.561,11.687999999999999,Existing,0.0,0,0.0,0.0
223,213,224,3,Bowling Green MPO,IP20060202,3-8904 / 3-8904 / 3-8904.10,WIDEN US 31W FROM PARK AVENUE TO FAIRVIEW AVENUE MP 13.7-14.25. (18CCN),MINOR WIDENING(O),Major Widening-Urban Streets,1,Warren,114-US-0031  -000,14.25,14.669,Existing,0.0,0,0.0,0.0
232,395,233,3,Barren River ADD,IP20080141,Mar-56,IMPROVE US-31W FROM KY-1008 TO KY-621. (14CCN)(16CCR),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Simpson,107-US-0031  -000,8.477,11.937000000000001,Existing,0.0,0,0.0,0.0
392,11,393,5,Bluegrass ADD,IP20040016,5-551,"IMPROVE SAFETY, TRUCK MOBILITY, AND REDUCE CONGESTION ALONG I-64 FROM DIRECTLY EAST OF US-127 TO US-60 SOUTH OF FRANKFORT.",MAJOR WIDENING(O),Add Lane to Full Control Facility,1,Franklin,037-I-0064  -000,53.11,57.86,Existing,0.0,0,0.0,0.0
236,298,237,3,Barren River ADD,IP20110179,,Improve safety and mobility at the intersection of US 68X and KY 103.,Spot Improvement,Improve Intersection,1,Logan,071-US-0068  -000,4.925,4.941,Existing,0.0,0,0.0,0.0
241,283,242,3,Bowling Green MPO,IP20110203,,"Improve safety and mobility on US 31W from Old Porter Pike (MP 16.559) to KY 957 (MP 18.085), including the reconstruction of the interchange with KY 446.",Minor Widening,Modernize Roadway-Urban,1,Warren,114-US-0031  -000,16.558,18.085,Existing,0.0,0,0.0,0.0
385,114,386,4,Lake Cumberland ADD,IP20180045,,Extend KY 3535 from its current terminus to the Heartland Parkway (KY 55) near KY 1701 in Taylor County,New Route,,2,Taylor,109-PF-9999  -000,0.0,0.0,Proposed,0.0,0,0.0,0.0
377,288,378,4,Lincoln Trail ADD,IP20160073,Apr-53,PROVIDE A CONNECTION FROM EAST WHITE OAK STREET TO WEST CARROLL GIBSON BOULEVARD AT THE NEW JUDICIAL CENTER. (16CCN).,NEW ROUTE(O),Local Roadway Improvements,2,Grayson,043-PF-9999  -000,0.0,0.0,Proposed,0.0,0,0.0,0.0
371,303,372,4,Lincoln Trail ADD,IP20160072,Apr-54,EXTEND THE WILLIAM THOMASON BYWAY (KY 3155) FROM THE SOUTHERN INTERSECTION AT KY 259 WESTERLY TO KY 54. (16CCN)(18CCN),NEW ROUTE(O),Construct Road in New Location,1,Grayson,043-PF-9999  -000,0.0,0.0,Proposed,0.0,0,0.0,0.0
384,329,385,4,Lake Cumberland ADD,IP20180045,,Extend KY 3535 from its current terminus to the Heartland Parkway (KY 55) near KY 1701 in Taylor County,New Route,,1,Green,044-PF-9999  -000,0.0,0.0,Proposed,0.0,0,0.0,0.0
383,215,384,4,Lincoln Trail ADD,IP20180030,4-80050,CONSTRUCT A ROUNDABOUT AT THE INTERSECTION OF US-31E AND US-62. (NELSON COUNTY FISCAL COURT WILL DO DESIGN AND BUILD ROUNDABOUT)(18CCN),CONGESTION MITIGTN(O),Improve Intersection,3,Nelson,090-PF-9999  -000,0.0,0.0,Proposed,0.0,0,0.0,0.0
250,137,251,3,Bowling Green MPO,IP20150072,,Improve safety and mobility at the US 31W intersection with Broadway Avenue.,Reconstruction,Improve Intersection,1,Warren,114-US-0031  -000,12.789000000000001,12.834000000000001,Existing,0.0,0,0.0,0.0
251,336,252,3,Bowling Green MPO,IP20150072,,Improve safety and mobility at the US 31W intersection with Broadway Avenue.,Reconstruction,Improve Intersection,2,Warren,114-US-0231  -000,2.056,2.066,Existing,0.0,0,0.0,0.0
258,175,259,3,Bowling Green MPO,IP20160011,,Reduce congestion and increase mobility on Russellville Road (US 68X) from Old Morgantown Road (US 231X) to University Drive (US 231X/US 68X).,Reconstruction,Improve Intersection,1,Warren,114-US-0068  -000,1.196,1.524,Existing,0.0,0,0.0,0.0
259,66,260,3,Bowling Green MPO,IP20160011,,Reduce congestion and increase mobility on Russellville Road (US 68X) from Old Morgantown Road (US 231X) to University Drive (US 231X/US 68X).,Reconstruction,Improve Intersection,2,Warren,114-US-0068  -000,1.524,1.5490000000000002,Existing,0.0,0,0.0,0.0
260,342,261,3,Bowling Green MPO,IP20160011,,Reduce congestion and increase mobility on Russellville Road (US 68X) from Old Morgantown Road (US 231X) to University Drive (US 231X/US 68X).,Reconstruction,Improve Intersection,3,Warren,114-US-0231  -000,2.5,2.525,Existing,0.0,0,0.0,0.0
381,102,382,4,Lincoln Trail ADD,IP20180030,4-80050,CONSTRUCT A ROUNDABOUT AT THE INTERSECTION OF US-31E AND US-62. (NELSON COUNTY FISCAL COURT WILL DO DESIGN AND BUILD ROUNDABOUT)(18CCN),CONGESTION MITIGTN(O),Improve Intersection,1,Nelson,090-US-0031  -000,13.9,14.0,Existing,0.0,0,0.0,0.0
267,92,268,3,Bowling Green MPO,IP20180055,3-8904.10,WIDEN US 31W FROM PARK AVENUE TO FAIRVIEW AVENUE MP 13.7-14.25. (18CCN),MINOR WIDENING(O),Modernize Roadway-Urban,1,Warren,114-US-0031  -000,13.7,14.25,Existing,0.0,0,0.0,0.0
280,130,281,3,Barren River ADD,IP20190037,,Improve safety and mobility at the intersection of KY 1008 and US 31W.,Spot Improvement,Improve Intersection,2,Simpson,107-US-0031  -000,5.2,5.35,Impacted,0.0,0,0.0,0.0
376,117,377,4,Lincoln Trail ADD,IP20160073,Apr-53,PROVIDE A CONNECTION FROM EAST WHITE OAK STREET TO WEST CARROLL GIBSON BOULEVARD AT THE NEW JUDICIAL CENTER. (16CCN).,NEW ROUTE(O),Local Roadway Improvements,1,Grayson,043-CS-1145  -000,0.036000000000000004,0.172,Existing,0.0,0,0.0,0.0
293,251,294,3,Barren River ADD,IP20190109,,Reduce congestion and increase mobility on US 31W at the Exit 6 interchange with the Natcher Parkway.,Spot Improvement,Modernize Roadway-Urban,1,Warren,114-US-0031  -000,8.85,9.05,Existing,0.0,0,0.0,0.0
297,160,298,3,Barren River ADD,IP20190110,,Reduce congestion and increase mobility at the US 231 intersection with US 68 and US 68X.,Spot Improvement,Improve Intersection,3,Warren,114-US-0068  -000,0.0,0.05,Existing,0.0,0,0.0,0.0
320,125,321,4,Barren River ADD,IP20070181,,IMPROVE CONNECTIVITY BETWEEN KY 88 AND US 31W AND I-65 TO IMPROVE SAFETY ON US 31W AND KY 88 IN MUNFORDVILLE.,New Route,Construct Road in New Location,1,Hart,050-PF-9999  -000,0.0,0.0,Proposed,0.0,0,0.0,0.0
436,764,437,5,Louisville-Southern Indiana (KIPDA) MPO,IP20150080,5-558,IMPROVE SAFETY AND REDUCE CONGESTION ON I-265 FROM US-31E (BARDSTOWN RD) TO KY-155 (TAYLORSVILLE RD).,MAJOR WIDENING(O),Add Lane to Full Control Facility,1,Jefferson,056-I-0265  -000,17.3,23.1,Existing,0.0,0,0.0,0.0
321,284,322,4,Barren River ADD,IP20070181,,IMPROVE CONNECTIVITY BETWEEN KY 88 AND US 31W AND I-65 TO IMPROVE SAFETY ON US 31W AND KY 88 IN MUNFORDVILLE.,New Route,Construct Road in New Location,2,Hart,050-US-0031  -000,10.645,12.3,Existing,0.0,0,0.0,0.0
459,519,460,5,Louisville-Southern Indiana (KIPDA) MPO,IP20150450,5-483,SIX LANE PRIORITY SECTION OF I-71 BETWEEN I-265 AND KY-329.(16CCR),MAJOR WIDENING(O),Add Lane to Full Control Facility,1,Oldham,093-I-0071  -000,11.315,14.1,Existing,0.0,0,0.0,0.0
61,126,62,1,Purchase ADD,IP20150166,2-Jan,"CITY OF MURRAY BUSINESS LOOP FROM GLENDALE TO INDUSTRIAL ROAD. (SEE 1-120 FOR D, R, & U FUNDING)(08CCN)(10CCR)(LET BY CITY)",NEW ROUTE(O),Construct Road in New Location,1,Calloway,018-PF-9999  -000,0.0,0.0,Proposed,0.0,0,0.0,0.0
67,352,68,1,Purchase ADD,IP20150351,2-Jan,"NEW ACCESS ROAD FROM KY-305 NEAR KY-998, EXTENDING WEST TO THE OHIO RIVER MEGAPARK. (2-LANE INITIAL, 4-LANE ULTIMATE)(12CCN)(14CCR)(18CCN)",NEW ROUTE(O),Construct Road in New Location,2,McCracken,073-PF-9999  -000,0.0,0.0,Proposed,0.0,0,0.0,0.0
356,384,357,4,Elizabethtown-Radcliff MPO,IP20150339,4-198,"EXTEND RING ROAD FROM THE WESTERN KENTUCKY PARKWAY TO I-65. ""2 LANE INITIAL/4 LANE ULTIMATE"" (12CCR)(14CCR)",NEW ROUTE(O),Construct Road in New Location,4,Hardin,047-US-0031  -000,12.8,15.769,Impacted,0.0,0,0.0,0.0
358,80,359,4,Elizabethtown-Radcliff MPO,IP20150340,4-154,IMPROVE MOBILITY AND REDUCE CONGESTION ON US-31W FROM US-31WB TO CS-2255 (WILSON ROAD). (10CCR)(12CCR),CONGESTION MITIGTN(O),Auxiliary Lanes or Operation Improvements,1,Hardin,047-US-0031  -000,18.817999999999998,28.4,Existing,0.0,0,0.0,0.0
338,343,339,4,Elizabethtown-Radcliff MPO,IP20090011,,REALIGNMENT OF SOUTH WILSON ROAD IN RADCLIFF TO CREATE A NEW INTERSECTION WITH THE NORTH WILSON ROAD REALIGNMENT AT WEST LINCOLN TRAIL BLVD,New Route,Improve Intersection,2,Hardin,047-PF-9999  -000,0.0,0.0,Proposed,0.0,0,0.0,0.0
76,233,77,1,Pennyrile ADD,IP20160149,Jan-51,REALIGN KY 124 APPROACH TO KY 139 TO IMPROVE INTERSECTION ANGLE AND SIGHT DISTANCE. (16CCN)(18CCN),AIR QUALITY(P),Improve Intersection,2,Trigg,111-PF-9999  -000,0.0,0.0,Proposed,0.0,0,0.0,0.0
78,304,79,1,Purchase ADD,IP20170075,,"Address condition, access and future congestion issues from approx 1 mile north of Wickliffe to Ohio River Bridge.(Section L - 1993 Scoping Study)",Relocation,2 Lane to 4 Lane Divided - Rural,2,Ballard,004-PF-9999  -000,0.0,0.0,Proposed,0.0,0,0.0,0.0
81,64,82,1,Purchase ADD,IP20190023,,Reconstruct intersection of US 641 S and KY 58.,Spot Improvement,,999,Marshall,079-US-0641  -000,2.7969999999999997,2.897,Approach,0.0,0,0.0,0.0
82,403,83,1,Purchase ADD,IP20190023,,Reconstruct intersection of US 641 S and KY 58.,Spot Improvement,,999,Marshall,079-US-0641  -000,2.897,2.989,Approach,0.0,0,0.0,0.0
83,265,84,1,Purchase ADD,IP20190023,,Reconstruct intersection of US 641 S and KY 58.,Spot Improvement,,999,Marshall,079-US-0641  -010,2.799,2.8989999999999996,Approach,0.0,0,0.0,0.0
84,12,85,1,Purchase ADD,IP20190023,,Reconstruct intersection of US 641 S and KY 58.,Spot Improvement,,999,Marshall,079-US-0641  -010,2.8989999999999996,2.989,Approach,0.0,0,0.0,0.0
56,344,57,1,Purchase ADD,IP20120084,,"Improve mobility, address geometric deficiencies, and reduce congestion along Brinn Rd (CR1401) between KY 80 and  Utterback Road (CR1552) in Murray.",Minor Widening,Modernize Roadway-Rural,3,Calloway,018-CS-1354  -000,0.0,0.19699999999999998,Existing,0.0,57,0.0,0.0
55,281,56,1,Purchase ADD,IP20120084,,"Improve mobility, address geometric deficiencies, and reduce congestion along Brinn Rd (CR1401) between KY 80 and  Utterback Road (CR1552) in Murray.",Minor Widening,Modernize Roadway-Rural,2,Calloway,018-CR-1401  -000,1.1320000000000001,1.837,Existing,0.0,56,0.0,0.0
333,210,334,4,Lincoln Trail ADD,IP20080737,,CONSTRUCT SOUTHEASTERN LEBANON BYPASS FROM INDUSTRIAL DRIVE TO US 68 AT KY 2154.  ESTIMATED TOTAL LENGTH: 3.5 MILES.,Bypass,Construct Road in New Location,2,Marion,078-PF-9999  -000,0.0,0.0,Proposed,0.0,0,0.0,0.0
304,293,305,4,Lincoln Trail ADD,IP20050037,,EXTEND WAREHOUSE ROAD TO KY 2154 (LEBANON BYPASS).  ESTIMATED TOTAL LENGTH: 0.8 MILES.,Reconstruction,Local Roadway Improvements,1,Marion,078-CS-1091  -000,0.35,0.37,Existing,0.0,0,0.0,0.0
361,368,362,4,Lincoln Trail ADD,IP20150384,9-Apr,NEW ROUTE BETWEEN US 62 AND KY 245 WEST OF BARDSTOWN. (16CCR)(18CCN),NEW ROUTE(O),Construct Road in New Location,2,Nelson,090-PF-9999  -000,0.0,0.0,Proposed,0.0,0,0.0,0.0
360,209,361,4,Lincoln Trail ADD,IP20150384,9-Apr,NEW ROUTE BETWEEN US 62 AND KY 245 WEST OF BARDSTOWN. (16CCR)(18CCN),NEW ROUTE(O),Construct Road in New Location,1,Nelson,090-US-0031  -000,12.2,16.7,Existing,0.0,0,0.0,0.0
456,620,457,5,KIPDA ADD,IP20150424,5-475,WIDEN I-64 TO SIX LANES FROM KY 53 IN SHELBYVILLE TO KY 1790 UNDERPASS.,SAFETY(P),Add Lane to Full Control Facility,1,Shelby,106-I-0064  -000,35.163000000000004,38.122,Existing,0.0,0,0.0,0.0
323,201,324,4,Barren River ADD,IP20070182,,WIDEN TO 3 LANES FROM GUTHRIE STREET IN HORSE CAVE TO SOUTH OF CAVERNA HIGH SCHOOL. EXCLUDES HES PROJECT.,Minor Widening,Install Two-way Left Turn Lane,1,Hart,050-US-0031  -000,0.05,2.875,Existing,0.0,0,0.0,0.0
112,110,113,2,Pennyrile ADD,IP20070010,,I69- RECONSTRUCT INTERCHANGE AT KY 91 IN PRINCETON,Reconstruction,Improve Intersection,1,Caldwell,017-I-0069  -000,79.51899999999999,79.949,Existing,0.0,0,0.0,0.0
113,243,114,2,Clarksville-Oak Grove MPO,IP20070011,,Improve Safety and reduce congestion on I 24 from US 41A to Kentucky/Tennessee state line.,Major Widening,Add Lane to Full Control Facility,1,Christian,024-I-0024  -000,85.56299999999999,93.37299999999999,Existing,0.0,0,0.0,0.0
119,413,120,2,Clarksville-Oak Grove MPO,IP20070039,,Improve access and reduce congestion from US 41A to KY 115 by construction a new route from Gate 4/US 41A to KY 115.      This project was formerly PIF  024 C000010.0,New Route,Other Improvement Types,1,Christian,024-PF-9999  -000,0.0,0.0,Proposed,0.0,0,0.0,0.0
445,624,446,5,Louisville-Southern Indiana (KIPDA) MPO,IP20150266,5-48.10,"ADDITION OF NB AND SB AUXILIARY LANES ON I-71 NEAR KENNEDY, INCLUDING OPERATIONAL IMPROVEMENTS TO THE ZORN INTERCHANGE. (2004BOPC)",RECONSTRUCTION(O),Add Lane to Full Control Facility,1,Jefferson,056-I-0071  -000,0.0,2.5,Existing,0.0,0,0.0,0.0
458,774,459,5,KIPDA ADD,IP20150447,5-65.40,WIDEN I-64 TO 6-LANES FROM 0.458 MILE EAST OF THE KY-55 INTERCHANGE TO THE KY-1790 UNDERPASS. (2006BOPC),MAJOR WIDENING(O),Add Lane to Full Control Facility,1,Shelby,106-I-0064  -000,32.3,35.9,Existing,0.0,0,0.0,0.0
442,795,443,5,Louisville-Southern Indiana (KIPDA) MPO,IP20150195,5-371.13,RECONSTRUCT KY-22 AT GOOSE CREEK ROAD. (06CCN) (2004BOPC)(14CCR)(18CCR),SAFETY(P),Improve Intersection,2,Jefferson,056-CR-1014  -000,0.0,0.16,Existing,0.0,0,0.0,0.0
331,54,332,4,Lincoln Trail ADD,IP20080736,,"CONSTRUCTION OF A CONNECTOR ROAD FROM KY 2154 VIA HENDRICKSON DRIVE TO KY 55, ALIGNING KY 2154 WITH THE LEBANON BYPASS.  ESTIMATED TOTAL LENGTH: 1.1 MILES.",Bypass,Construct Road in New Location,2,Marion,078-PF-9999  -000,0.0,0.0,Proposed,0.0,0,0.0,0.0
325,375,326,4,Lincoln Trail ADD,IP20070186,,ADDRESS SAFETY AND GEOMETRIC DEFICIENCIES ALONG US 31E FROM HODGENVILLE SQUARE TO THE NORTHERN INTERSECTION OF KY 470 AT WHITE CITY,Reconstruction,Modernize Roadway-Rural,1,Larue,062-US-0031  -000,10.093,14.78,Existing,0.0,0,0.0,0.0
246,346,247,3,Barren River ADD,IP20140045,,Improve safety and address geometric deficiencies at the intersection of KY 259 and KY 2336.,Spot Improvement,Other Improvement Types,2,Edmonson,031-KY-2336  -000,3.4219999999999997,3.522,Existing,0.088374124,247,-0.09523679822526795,-0.006862674225267956
961,932,962,12,FIVCO ADD,IP20190046,,Construct extension of KY 1185 from Boy Scout Road at Yatesville Lake to around the headwaters of the lake to KY 3215. 4.23 miles,New Route,Construct Road in New Location,2,Lawrence,064-KY-1185  -000,0.0,0.001,Existing,-0.014305051000000001,0,0.0,-0.014305051000000001
133,170,134,2,Green River ADD,IP20070127,,Address service concerns of KY 630 from KY 132 in Dixon to the Hopkins County Line,Reconstruction,Other Improvement Types,3,Webster,117-KY-0120  -000,14.765,15.097999999999999,Existing,0.35869456899999996,134,-0.385465254,-0.026770685000000016
111,313,112,2,Green River ADD,IP20060126,,Address safety concern of KY 283 and KY 1191 intersection.,Reconstruction,Improve Intersection,1,Webster,117-KY-0283  -000,2.489,2.589,Existing,-0.000939927,112,-0.0398645307592392,-0.0408044577592392
732,817,733,8,Bluegrass ADD,IP20180037,8-80008,ADD A TURNING LANE ON US 150 AT WILDERNESS TRAIL ROAD(18CCN),SAFETY(P),Improve Intersection,1,Lincoln,069-US-0150  -000,1.3,1.7,Existing,-0.057735954000000006,0,0.0,-0.057735954000000006
928,848,929,12,Kentucky River ADD,IP20110062,,Reconstruct section with sharp curve at KY 463 intersection with KY 510.,Safety-Haz-Elm,Modernize Roadway-Rural,1,Letcher,067-KY-0463  -000,0.537,0.737,Existing,-0.169105008,929,0.10278533209865257,-0.06631967590134744
479,472,480,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160019,5-560,IMPROVE SAFETY AND REDUCE CONGESTION AT THE I-65/I-265 (GENE SNYDER FREEWAY) INTERCHANGE.,RECONSTRUCTION(O),Innovative Interchange,8,Jefferson,056-I -0065  -141,0.0,0.8370000000000001,Existing,-0.093532089,0,0.0,-0.093532089
215,382,216,3,Barren River ADD,IP20060183,Mar-54,RECONSTRUCT INTERSECTION OF KY 63 AND POPLAR LOG CHURCH ROAD. (16CCN),RECONSTRUCTION(O),Improve Intersection,2,Monroe,086-CR-1200  -000,4.128,4.178,Existing,-0.094300479,0,0.0,-0.094300479
247,94,248,3,Barren River ADD,IP20140046,,Improve safety and address geometric deficiencies on KY 259 from MP 8.35 to MP 8.65.,Spot Improvement,Modernize Roadway-Rural,1,Edmonson,031-KY-0259  -000,8.35,8.65,Existing,0.0,248,-0.10373735802251016,-0.10373735802251016
75,385,76,1,Pennyrile ADD,IP20160149,Jan-51,REALIGN KY 124 APPROACH TO KY 139 TO IMPROVE INTERSECTION ANGLE AND SIGHT DISTANCE. (16CCN)(18CCN),AIR QUALITY(P),Improve Intersection,1,Trigg,111-KY-0139  -000,17.8,17.95,Existing,0.456139919,76,-0.5644515965262813,-0.10831167752628129
1,34,2,1,Purchase ADD,IP20020002,,Address economic development issues for Fulton County Industrial Park and access issues for high clearance vehicles  between KY 307 and US 51 due to the low clearance railroad bridges located on KY 307 & KY 94.,New Route,Local Roadway Improvements,2,Fulton,038-CS-2094  -000,0.0,0.38,Existing,-0.115089755,0,0.0,-0.115089755
34,247,35,1,Purchase ADD,IP20080010,,Correct roadway geometrics and address congestion and safety issues at KY 1550 (Wisewell Road) and Johnny Robertson Road near Murray.,Reconstruction,Improve Intersection,1,Calloway,018-KY-1550  -000,4.5,4.6,Existing,-0.24728023300000002,35,0.11183676873942339,-0.13544346426057663
735,528,736,8,Lake Cumberland ADD,IP20180093,,Improve the existing city and county routes by widening and extending.  This improvement with improve connectivity and will relieve some congestion on US 127 during peak traffic volumes.,New Route,Construct Road in New Location,1,Russell,104-CS-2098  -000,0.0,0.45299999999999996,Existing,-0.137320078,0,0.0,-0.137320078
750,700,751,8,Lake Cumberland ADD,IP20190165,,"Improve the existing route, CS-2098 (Erik Ln), by widening and extending it to connect to KY 1381 (Voils Road).  This improvement with improve connectivity and will relieve some congestion on US 127 during peak traffic volumes.",New Route,Construct Road in New Location,1,Russell,104-CS-2098  -000,0.0,0.45299999999999996,Existing,-0.137320078,0,0.0,-0.137320078
8,316,9,1,Purchase ADD,IP20060007,,Improve geometric deficiencies and truck mobility at the intersection with KY286 in Wickliffe.,Reconstruction,Improve Intersection,1,Ballard,004-KY-0121  -000,8.262,8.369,Existing,-0.356177772,9,0.19192071962777518,-0.16425705237222482
184,21,185,2,Pennyrile ADD,IP20180059,,Upgrade the US 62 Interchange (Exit 33) on the Pennyrile Parkway near the City of Nortonville to Interstate Standards.,Reconstruction,,1,Hopkins,054-EB-9004  -000,32.65,33.05,Existing,-0.21426661800000002,185,0.03130101822196576,-0.18296559977803425
106,350,107,2,Green River ADD,IP20060096,,Address safety concerns of the intersection of KY 2181 and Ed Brown Road in Hancock County.,Safety-Haz-Elm,Improve Intersection,1,Hancock,046-KY-2181  -000,2.7239999999999998,2.824,Existing,-0.022811292,107,-0.16054918732846682,-0.18336047932846683
210,99,211,3,Barren River ADD,IP20060173,,Improve safety on KY 70 at the intersection of KY 869.,Spot Improvement,Improve Intersection,1,Metcalfe,085-KY-0070  -000,6.8,7.0,Existing,0.174376122,211,-0.38591202515116285,-0.21153590315116286
285,149,286,3,Barren River ADD,IP20190094,,Improve safety and sight distance at the intersection of KY 98 and KY 671.,Spot Improvement,Improve Intersection,2,Allen,002-KY-0671  -000,4.52,4.57,Existing,-0.17117789600000002,286,-0.07365118489228817,-0.2448290808922882
35,392,36,1,Purchase ADD,IP20080010,,Correct roadway geometrics and address congestion and safety issues at KY 1550 (Wisewell Road) and Johnny Robertson Road near Murray.,Reconstruction,Improve Intersection,2,Calloway,018-CR-1363  -000,1.4340000000000002,1.445,Existing,-0.24728023300000002,0,0.0,-0.24728023300000002
36,214,37,1,Purchase ADD,IP20080010,,Correct roadway geometrics and address congestion and safety issues at KY 1550 (Wisewell Road) and Johnny Robertson Road near Murray.,Reconstruction,Improve Intersection,3,Calloway,018-CS-1292  -000,0.0,0.012,Existing,-0.24728023300000002,0,0.0,-0.24728023300000002
835,916,836,10,Kentucky River ADD,IP20110133,,New and better access to Wendell Ford Airport,New Route,Construct Road in New Location,1,Perry,097-CR-1365  -000,0.0,1.0,Existing,-0.24911685100000003,0,0.0,-0.24911685100000003
158,345,159,2,Green River ADD,IP20140039,,"Address safety concerns of narrow bridges, box culverts and lack of shoulders on KY 492 from US 60 to KY 109.",Safety-Haz-Elm,Other Improvement Types,1,Union,113-KY-0492  -000,2.4819999999999998,5.154,Existing,0.140515105,159,-0.392954119,-0.252439014
789,520,790,9,Bluegrass ADD,IP20150147,9-205,IMPROVE THE KY-36/KY-32 INTERSECTION NEAR THE NICHOLAS COUNTY SCHOOL PROPERTY. (12CCR)(16CCR),SAFETY(P),Modernize Roadway-Rural,1,Nicholas,091-KY-0036  -000,3.1,3.283,Existing,-3.730513072,790,3.475225335744974,-0.2552877362550259
216,300,217,3,Barren River ADD,IP20060184,,Improve safety of the KY-63 - KY-870 intersection.,Spot Improvement,Improve Intersection,1,Monroe,086-KY-0063  -000,16.058,16.258,Existing,0.123927014,217,-0.415667717215284,-0.291740703215284
370,232,371,4,Lincoln Trail ADD,IP20160070,17-Apr,HEARTLAND PARKWAY: MARION/TAYLOR LINE TO LEBANON BYPASS.(16CCN)(18CCN),MAJOR WIDENING(O),Modernize & Widen Roadway-Rural,1,Marion,078-US-0068  -000,0.0,9.363999999999999,Existing,-16.59792311,371,16.296764391000004,-0.30115871899999647
214,400,215,3,Barren River ADD,IP20060183,Mar-54,RECONSTRUCT INTERSECTION OF KY 63 AND POPLAR LOG CHURCH ROAD. (16CCN),RECONSTRUCTION(O),Improve Intersection,1,Monroe,086-KY-0063  -000,10.5,10.6,Existing,-0.094300479,215,-0.21451639607714149,-0.3088168750771415
207,351,208,3,Barren River ADD,IP20060166,8-Mar,IMPROVE SAFETY BY IMPROVING SIGHT LINES CROSSING RAILROAD BETWEEN STOCKYARDS AND INDUSTRIAL PARK. (16CCN)(18CCN),SAFETY(P),Modernize Roadway-Rural,1,Logan,071-KY-2349  -000,0.0,0.643,Existing,0.6283399789999999,208,-0.9416906460000001,-0.31335066700000014
790,706,791,9,Bluegrass ADD,IP20150176,11-Sep,RECONSTRUCT KY 36/KY 928 INTERSECTION. (14CCN)(16CCR)(18CCN),RECONSTRUCTION(O),Improve Intersection,1,Nicholas,091-KY-0036  -000,8.0,8.23,Existing,-0.26287283300000003,791,-0.11035280462901371,-0.37322563762901373
289,33,290,3,Barren River ADD,IP20190100,,Improve safety and mobility on KY 100 at the narrow bridge over Spring Creek.,Bridge Replacement,Other Improvement Types,1,Monroe,086-KY-0100  -000,1.72,1.77,Existing,0.0,290,-0.39968970712179286,-0.39968970712179286
